Teks_Komentar,teks_final
"Saya gak pilih kaburajadulu, tapi terus terang memang saya frustrasi dengan kinerja pemerintah yg kacau balau, dan yg kelihatan ada banyak  sekali kebijakan yang gak direncanakan oleh seseorang yg punya keahlian dan kecerdasan prima di belakang sana. Negeri ini bisa dimanage dengan jauh lebih baik, tapi yang kita dapatkan adalah satu set birokrasi yang mengecewakan. Dan bagi saya itu menguji kesabaran dan kewarasan. Jadi saya bisa memahami pilihan anak-anak muda yang ingin hidup di bawah situasi waras dan bermartabat, yang secara fakta berjalan di negara lain.",pilih kaburajadulu terang frustrasi kerja perintah kacau balau lihat bijak rencana orang ahli cerdas prima negeri dimanage set birokrasi kecewa uji sabar waras paham pilih anakanak muda hidup situasi waras martabat fakta jalan negara
Dari zaman ordebaru ratusan ribu orang sdh kerja ke luar negeri..so apa istimewanya hastag kabur ajadulu😂😂😂 lebay kena X kayak kaget pake mediasosial. Yg heboh sebagian kecil orang yg pakai x.  Yang gusar itu tdk mewakili rakyat indo.. dah bener eben bilang ngk usah balik lagi😂😂,zaman ordebaru ratus ribu orang kerja negerisok istimewa hastag kabur ajaduluwajahgembiraberuraiairmatawajahgembiraberuraiairmatawajahgembiraberuraiairmata lebay kena kali kayak kaget pakai mediasosial heboh orang pakai kali gusar wakil rakyat indonesia deh eben bilang lagiwajahgembiraberuraiairmatawajahgembiraberuraiairmata
"pemerintah berantakan emang dari dulu, tapi baru ini liat presiden ""Teriak hidup Jokowi"" dan bisa² nya sampun ama jokowi",perintah beranta lihat presiden teriak hidup jokowi sampun jokowi
"KAMPANYE SANA-SINI, SETELAH JADI MALAH KORUPSI. ASU",kampanye sanasini korupsi asu
yang ngeselin orang2 yg tinggal di luar negeri terus cerita yg ngebangga2in negara luar dan jelekin indo,kesal orangorang tinggal negeri cerita ngebanggain negara jelek indonesia
"Saya memilih tetap di Papua, tidak perlu kabur,  Papua membutuhkan pembenahan dan pembangunan. Pergi ke Papua saja, investasi di Papua,",pilih papua kabur papua butuh benah bangun pergi papua investasi papua
Yang bisa kabur aja dulu orang yang berduit kalo kaum rakyat jelantah ja terpaksa ngejedok aja duluk sampe mamposss,kabur orang duit kaum rakyat jelantah paksa ngejedok duluk mampos
"202502261404 Fenomena ""kabur aja dulu"" mencerminkan frustrasi terhadap sistem yang dianggap tidak adil dan peluang yang terbatas di Indonesia. Banyak orang merasa suara mereka tidak didengar. Solusi idealnya adalah perubahan sistem dari dalam, bukan meninggalkan negara. Namun, jika seseorang memilih untuk pergi, itu adalah pilihan pribadi yang sah.",fenomena kabur cermin frustrasi hadap sistem anggap adil peluang batas indonesia orang suara dengar solusi ideal ubah sistem tinggal negara orang pilih pergi pilih pribadi sah
"Setuju QnA bang, bikin kaya bang radit gitu, taro di kertas dan di bacain",tuju qna bikin kayak radit taro kertas bacain
"Buat kepentingan partai bukan negara, mending partai politik di hapus aja anjirrr",partai negara mending partai politik hapus anjir
LAH INDONESIA GELAP JUGA UDA DARI 300 TAHUN LALU UDA GELAP. HASHTAG NYA AJA BARU. EMANG PERNAH TERANG? KAPAN? JAMAN BELANDA? JAMAN JEPANG? ORBA? 98? REFORMASI? ATAU 2018 2023 YANG KITA BELI PERTAMAX TNYT PERTALITE? KAPAN? WKAKAKAK,indonesia gelap gelap hashtag terang jaman belanda jaman jepang orba reformasi beli pertamax tnyt pertalite wkakakak
Setuju utk QnA,tuju qna
Setuju qna,tuju qna
"Buruh migran contoh mudah kabur aja dulu Berkat kabur aja dulu, mereka bisa beli rumah, tanah dan berangkatin haji ortunya",buruh migran contoh mudah kabur berkat kabur beli rumah tanah berangkatin haji orang tua
"DI amerika serikat kalo sistem nya udah bener yg dibuat pemerintah, kenapa pengangguran dan gembel nya makin banyak ?",amerika serikat sistem perintah anggur gembel
Wah anak qua pengen kabur jga bang 😁,anak qua pengin kabur wajahgembiradenganmatabahagia
PANJI.....THE MAN HIMSELF MUST CHOOSE......BERSYUKUR DULU LAHIR DIINDONESIA....BARU NIAT ADU NASIB DINEGARA LAIN.....JANGAN PAKAI ISTILAH KABUR.....KAMSIAH BRO PANJI.....KEEP GOING.........FROM BOISE IDAHO USA,panjithe man must choosebersyukur lahir diindonesiabaru niat adu nasib negara lainjangan pakai istilah kaburkamsiah panjikeep goingfrom boise idaho
"Ya elaa panji cari aman. Ketika blg prabowo kabur krna dituduh yg gak2😂 Kirain ekstrim ehh cari aman jg,merintis versi deddy c😂😂😂",ela panji cari aman bilang prabowo kabur tuduh gakwajahgembiraberuraiairmata ira ekstrim eh cari aman jugamerintis versi deddy sihwajahgembiraberuraiairmatawajahgembiraberuraiairmatawajahgembiraberuraiairmata
stand up lo jadi ngga relate bang makin ke sini malah pemerintah yang makin tolol bukan sikap masyarakatnya,stand relate perintah tolol sikap masyarakat
"kabur aja dulu, soalnya kita ngisi bensin aja ditipu cok suruh nebak2 bayar pertamax bener dapat pertamax apa cuma pertalite wkwkkw sesepele itu aja kita ditipu, mungkin harus siap jg nih jangan2 ""minyak kita"" yg dijual pemerintah itu adalah oli repsol atau motul yg dioplos wkwkwk",kabur ngisi bensin tipu cok suruh nebak bayar pertamax pertamax pertalite sepele tipu janganjangan minyak jual perintah oli repsol motul oplos
"semakin yakin nabung 300-500jt buat berangkatin anak ke luar negeri setelah lulus SMA, cari pengalaman disana saja kalo disini tidak di hargai. skrg bocahnya msh TK B sih tp udh di dokrin tiap malam wkwkk",nabung jt berangkatin anak negeri lulus cari alam harga bocah b dokrin malam
"Ga setuju ada QnA , gw beli tiket buat denger jokes lu , gw bukan bayar buat denger pertanyaan ato respond cringe dari yang lu ajak QnA walaupun cuman dikit dan itu diakhir , gonna be an anticlimax",tuju qna gue beli tiket dengar jokes gue bayar dengar respond cringe ajak qna cuman dikit gonna anticlimax
"Ingin ikutan ""kabur aja dulu""Karena ekonomi tidak menentu,umur 30 thn sudah di anggap jompo/lansia susah sekali mencari pekerjaan apalagi cuman lulusan SMA/SMK,",kabur dulukarena ekonomi menentuumur anggap jompolansia susah cari kerja cuman lulus samasmk
"Bang. kenapa ya orang sini tuh rata2 yg gue temuin kaya krisis integritas. Mulai dari level pejabat sampe level daily worker di gudang, apalagi ada kasus nilep duit PIP yang diangkat bro ron. Menurut gue, kalo org2 punya integritas, ga akan mereka korupsi.",orang ratarata gue temuin kayak krisis integritas level jabat level daily worker gudang nilep duit pip angkat ron gue orangorang integritas korupsi
38:26 Yang sudah dilakukan Orang Indonesia untuk Indonesia adalah bayar pajak ke pemerintah.....Karena di Indonesia apa-apa dipajakin,laku orang indonesia indonesia bayar pajak pemerintahkarena indonesia apaapa dipajakin
"Aku sudah kabur di HongKong  25 tahun hingga seKarang, semua untuk keluargaku yang lebih baik,  Alhamdulillah anak2ku sudah lulus S1 semua,  ini mau lanjut S2. Jurusan hukum.",kabur hongkong keluarga alhamdulillah anak lulus jurus hukum
Well said.. Pemerintah wajib dengerin ini  mah...,wel said perintah wajib dengar mah
"Ngga laku stand up di usa, jadi pengamat politik di indo",laku stand politik indonesia
"Udah ketauan banget modusnya, OMON OMON nya. Kalo udah amburadul dikorupsi, emang jokowi sby dll berlepas diri. Gimik, yakin dah   Kalo emang mau menunjukkan kejujuran mah,  tunjuk auditor Danantara dari independen luar negeri. Kalo dalam negeri mah masih Gelap! Bos, investor asing mah lebih percaya dgn OCCRP, konsultasi dulu mereka dgn badan anti korupsi.  Index korupsi Indonesia juga jelek.  Makanya, dana masyarakat juga Kabur aja Dulu ke swasta, baik dlm negeri dan dari luar, spt J trus bank.  Emang elite mah TERANG HIDUPNYA, tapi di rakyat Gelap. Jd elite mah taunya Indonesia baik baik aja, tutup mata.",banget modus omon omon amburadul korupsi jokowi surabaya dl lepas gimik deh jujur mah auditor danantara independen negeri negeri mah gelap bos investor asing mah percaya occrp konsultasi badan anti korupsi index korupsi indonesia jelek dana masyarakat kabur swasta negeri bank elite mah terang hidup rakyat gelap elite mah indonesia tutup mata
Setuju ada QnA di akhir Mens Rea,tuju qna mens rea
"Kayak perintahan semakin jadi bang, kayak tetangga gw anak kerja keluar negeri semakin banyak",kayak perintah kayak tetangga gue anak kerja negeri
"sedikit mirip tp g begitu, ketika cari kerja di Kabupaten sendiri susah, tp dapetnya di Kota lain",cari kerja kabupaten susah dapetnya kota
"setuju bang kalau sistem disini masih perlu diperbaiki, gw pulang kuliah malah non job dah hampir 4 tahun",tuju sistem gue pulang kuliah non job deh
"Waktu boss gw orang perancis, gw digaji 30jt,, begitu ganti dirut orang orang lokal, gaji gw ditawar, 4jt,,",bos gue orang perancis gue gaji jt ganti dirut orang orang lokal gaji gue tawar jt
"10:30 , ngerasa pemerintah yg sekarang buruk mungkin juga karna mereka ga ada di zaman/ga ngrasain langsung kalo yg lain juga gitu, atau mungkin karna mereka ga tau/ ga mempelajari aja apa yg terjadi di pemerintahan sebelum2nya, yg mana ini juga jadi permasalahan kalo dr sekolah cuma diberi pengetahuan kalo di tiap masa kepresidenan hanya ada hal baik, yg buruk2 jarang tuh kesebut.",perintah buruk zamanenggak rasai langsung ajar perintah sebelumsebelumnya sekolah presiden buruk jarang
"Kabur kemana? Ke luar negri butuh duit😊 butuh skill, dr jaman pak sby sy pengin kabur",kabur negeri butuh duitwajahtersenyumdenganmatabahagia butuh skil jaman surabaya pengin kabur
"Kalk mau jafi orang kaya di Luar negeri, yaitu penjual tempe,, tajir melintirrr",kalk jafi orang kayak negeri jual tempe tajir melintir
"Sayangnya ini semua benar. Gw kerja, sekolah dan sekarang usaha di Aussie.  Sekangen2 nya gw di Indo, terlalu frustasi kayanya untuk pulang dan bikin usaha di sana.  Ngebayangin harus ngurusin izin, ormas dan pungli nya saja udah stress. 😅",sayang gue kerja sekolah usaha aussie sekangenkangen gue indonesia frustasi kaya pulang bikin usaha ngebayangin urus izin ormas pungli stres wajahtersenyumlebardanberkeringat
Setuju QnA,tuju qna
Jawabannya bang panji.... Kontribusi kita selama ini buat Indonesia... Kita bayar pajak bang... Pajak.. Dan pajakkkk.... 😂,panji kontribusi indonesia bayar pajak pajak pajak wajahgembiraberuraiairmata
"Pesimis dengan ""aja dulu"" nya, kayaknya nggak dalam waktu dekat Indonesia jadi seperti luar negeri yang dimaksud. Kayaknya wajar juga banyak orang merantau ke luar negeri untuk negara dengan banyak penduduk.",pesimis kayak indonesia negeri maksud kayak wajar orang rantau negeri negara duduk
Sebenarnya kan untuk pemerintah biar sadar .biar introspeksi...bukan malah koar koar..bilang kau yang gelap lah .ga usah balik lah....coba pemerintah jelaskan kalo emang Indonesia baik baik saja..jelaskan...!!!,perintah sadar introspeksibukan koar koarbilang kau gelap lahcoba perintah indonesia sajajelaskan
Pantesan indon gak mau maju  Edi tansil dan harun masiku jg sdh kabur bertahun2 sampai skrg gak pernah balik lg,pantesan indon maju edi tansil harun mas kabur
"Teruntuk para pejabat diatas sana, tidak usah jauh2 bahas nasionalisme. Andaikan gaji kalian para pejabat murni sebatas UMR tanpa adanya tunjangan atau layanan privilese apapun, murni sebatas UMR seperti layaknya sebagian besar rakyat Indonesia.   Masih bersediakah Anda dan kalian para pejabat mengabdi untuk negara? Masih bersediakah kalian menjadi pejabat negara? Masih bersediakah kalian berlomba2 mengejar ""kursi"" pemerintahan?",jabat bahas nasionalisme andai gaji jabat murni batas umr tunjang layan privilese murni batas umr layak rakyat indonesia sedia jabat abdi negara sedia jabat negara sedia lomba kejar kursi perintah
Kok diributin!! Kan yg jd contoh presiden bowo sendiri!!! Kabur ke Jordania!! Sampe mesti dipulangin Bu Mega....,diributin contoh presiden bowo kabur jordania mesti dipulangin bu mega
"Gue bayar pajak tapi lihat pemerintahan kayak gini, gak ikhlas gue duit gue buat pemerintahan ancur kayak gini, guoblog",gue bayar pajak lihat perintah kayak ikhlas gue duit gue perintah hancur kayak guoblog
"yg bilang org yg kabur aja dulu gk nasionalis pasti org gobl*k  lupa kayaknya dia rata2 yg udh kabur keluar negeri dan jadi sukses justru ngangkat nama indonesia karena bisa berkarir disana  eh di negara sendiri dipersulit  jgn kan mau sukses, mau dpt kerja aja susah.",bilang orang kabur nasionalis orang goblke lupa kayak ratarata kabur negeri sukses ngangkat nama indonesia berkarir eh negara sulit sukses kerja susah
"Apa yg sudah pasti kita lakukan jd orang Indonesia ya BAYAR PAJAK , bang....wkwkwwkwk",laku orang indonesia bayar pajak bangwkwkwwkwk
"Betul bang, pemerintah mah g tau malu, sidah sengsara kan orang lahir batin, sik merasa pemerintah yg punya negara, tapi uang operasional minta pajak... Segala keperluan dasar g pernah jd prioritas..malah semua yg dilakukan adalah untuk kepentingan mereka dan kelompok nya.. Lha terus kenapa masih minta pajak banyak nya ke rakyat...  Kabur aja dulu ya karena LUE KAGAK PECUS jd pemerintah.. Masih aja g sadar, dan ngaku salah, dan perbaiki...",perintah mah malu sidah sengsara orang lahir batin sik perintah negara uang operasional pajak dasar prioritasmalah laku kelompok pajak rakyat kabur lue kagak cus perintah sadar salah
"belum di tanyain ke presiden soal kabur aja dulu, saya penasaran sama aksi reaksinya",presiden kabur penasaran aksi reaksi
"emangnya mereka yang udah pada keluar apa alesannya kalau bukan Kabur aja dulu termasuk bang pandji. saya aja kalau ada kemampuannya udah kabur. karna gk mampu aja saya masih stay, dan staynya lebih ke pasrah bukan niat bertahan",alesannya kabur masuk pandji kabur stay staynya pasrah niat tahan
"Makanya heran wkt Wamenaker bilang ""gausah balik lagi"", krn harusnya ya mereka mikir dong kenapa orang2 pengen bekerja diluar. Bayangin, para pejabatnya aja anak2nya mulai dari sekolah, kuliah, sampe bekerja di luar negeri, tp kenapa mereka sentimen ke warga sipil biasa? Kenapa anak2 mereka ""merasa"" harus bekerja di luar negeri, padahal mereka notabene anak2 dari para pejabat disini yg selalu ""membagus2kan"" pendidikan dan pekerjaan di Indonesia? Pasti ada alesan kenapa mereka & banyak orang ingin bekerja di luar negeri, dan ""gausah balik lagi"" bukan jawabannya, itu buat gua kesannya kaya jawaban asal nyablak aja gitu tanpa ada introspeksi dari mereka, yg ada malah makin rakus sampe gamikirin yg kaya gini.",heran wamenaker bilang mikir orangorang pengin kerja bayang jabat anakanaknya sekolah kuliah kerja negeri sentimen warga sipil anakanak kerja negeri notabene anakanak jabat bagus didik kerja indonesia alesan orang kerja negeri kesan kayak nyablak introspeksi rakus gamikirin kayak
"Jgn bang, terlalu besar masa nyagak sih, meding jadiin Sila on the road macam waktu sila datengin para timses presiden itu bang, kontennya orang2 nanya ke abang khusus untuk hal politik, tempat terbatas tapi diadain di beberapa kota kaya SHIM, mantap tu lebih dalem pasti dapetnya",nyagak meding sila road sila datengin timses presiden konten orangorang abang khusus politik batas diadain kota kayak shim mantap dalem dapetnya
Setuju qna. Tp nanya lewat email aja. Pertanyaan terbaik dijawab di panggung. Takutnya lama kelarnya apalagi ada foto2 dan riffing2 di awal acara,tuju qna email panggung takut kelar fotofoto riffing acara
